"FAKULTA";"PRAC_ZKR";"ZKR_PREDM";"ROK_VARIANTY";"NAZEV_CZ";"NAZEV_AN";"NAZEV_DLOUHY_CZ";"NAZEV_DLOUHY_AN";"STAV_AKREDITACE";"GARANTI";"VYUCUJICI";"KREDITY";"TYP_ZK";"SEMESTRY_VYUKY";"JEDNOTEK_PR";"JEDNOTKA_PR";"TYP_UCEB_PR";"JEDNOTEK_CV";"JEDNOTKA_CV";"POC_STUD_CV";"TYP_UCEB_CV";"JEDNOTEK_SEM";"JEDNOTKA_SEM";"POC_STUD_SEM";"TYP_UCEB_SEM";"HODNOCENI_ZK";"JAZYK_VYUKY";"ECTS_NABIZET";"TISK_DS";"ANOTACE_CZ";"ANOTACE_AN";"POZADAVKY_CZ";"POZADAVKY_AN";"URL";"OBSAH_CZ";"OBSAH_AN";"PR_ZN_CZ";"PR_ZN_AN";"PR_DO_CZ";"PR_DO_AN";"PR_ZP_CZ";"PR_ZP_AN";"VU_ZN_CZ";"VU_ZN_AN";"VU_DO_CZ";"VU_DO_AN";"VU_ZP_CZ";"VU_ZP_AN";"VM_ZN_CZ";"VM_ZN_AN";"VM_DO_CZ";"VM_DO_AN";"VM_ZP_CZ";"VM_ZP_AN";"HM_ZN_CZ";"HM_ZN_AN";"HM_DO_CZ";"HM_DO_AN";"HM_ZP_CZ";"HM_ZP_AN";"CASOVA_NAROCNOST_CZ";"CASOVA_NAROCNOST_EN";"LITERATURA"
"FEI";"FEI";"PROJ1";"2019";"Project 1";"Project 1";"Project 1";"Project 1";"Akreditováno";"Ing. Pavel Rozsíval";"Ing. Pavel Rozsíval";"15";"Zápoèet";"ZS,LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Slovnì";"Angliètina";"ANO";"ANO";"This course is designed for Ph.D. students who wish to work on a project related to their dissertation during their Erasmus+ study stay.
The student works individually and on a regular basis consults his/her results with a supervisor assigned to him/her. 

The project topic must correspond to the faculty specializations - Electrical Engineering, Information and Software Technologies or Process Control. 
The specific topic shall be discussed with a supervisor and approved before the student`s arrival. 


";"This course is designed for Ph.D. students who wish to work on a project related to their dissertation during their Erasmus+ study stay.
The student works individually and on a regular basis consults his/her results with a supervisor assigned to him/her. 

The project topic must correspond to the faculty specializations - Electrical Engineering, Information and Software Technologies or Process Control. 
The specific topic shall be discussed with a supervisor and approved before the student`s arrival. 
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"FEI";"FEI";"PROJ2";"2019";"Project 2";"Project 2";"Project 2";"Project 2";"Akreditováno";"Ing. Pavel Rozsíval";"Ing. Pavel Rozsíval";"15";"Zápoèet";"ZS,LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Slovnì";"Angliètina";"ANO";"ANO";"This course is designed for Ph.D. students who wish to work on a project related to their dissertation during their Erasmus+ study stay.
The student works individually and on a regular basis consults his/her results with a supervisor assigned to him/her. 

The project topic must correspond to the faculty specializations - Electrical Engineering, Information and Software Technologies or Process Control. 
The specific topic shall be discussed with a supervisor and approved before the student`s arrival. 
";"This course is designed for Ph.D. students who wish to work on a project related to their dissertation during their Erasmus+ study stay.
The student works individually and on a regular basis consults his/her results with a supervisor assigned to him/her. 

The project topic must correspond to the faculty specializations - Electrical Engineering, Information and Software Technologies or Process Control. 
The specific topic shall be discussed with a supervisor and approved before the student`s arrival. 
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"FEI";"FEI";"ZAAP";"2019";"English for Academic Purposes for ES";"English for Academic Purposes for ES";"English for Academic Purposes for Erasmus students";"English for Academic Purposes for Erasmus students";"Akreditováno";"Paul Charles Hooper";"Paul Charles Hooper, Mgr. Janet Wolf";"2";"Zkouška";"ZS,LS";"0";"HOD/TYD";"";"2";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Angliètina";"ANO";"ANO";"1. In general, to help students study effectively in the University's English medium learning
environment.
2. More specifically, to help students to improve and develop their English language proficiency
within a framework of academic contexts.

Subject Description
The subject is designed to enable students to use English effectively in the academic contexts
they will encounter in their studies. The main emphasis is on improving students' confidence and
competence in using English in these contexts. As far as possible, the subject will address the
specific language needs of students' ability levels and subject specialisms.
The study method is primarily based on seminars and these will include interactive learning
techniques. 

Syllabus: English for Academic Purposes (EAP)
This syllabus is indicative. The balance of the components, and the weighting accorded to each
will be based on the specific needs of the students.
To work towards the accomplishment of its objectives, the syllabus is specified under a single
heading consisting of four interrelated strands.
";"1. In general, to help students study effectively in the University's English medium learning
environment.
2. More specifically, to help students to improve and develop their English language proficiency
within a framework of academic contexts.
";"To be an Erasmus student accepted by University of Pardubice.";"To be an Erasmus student accepted by University of Pardubice.";"";"This syllabus is indicative. The balance of the components, and the weighting accorded to each
will be based on the specific needs of the students.
To work towards the accomplishment of its objectives, the syllabus is specified under a single
heading consisting of four interrelated strands.


English language development in academic contexts
1. Spoken academic communication: recognising the purposes of and differences between
spoken and written communication in English in academic contexts; identifying and practising
interactional and linguistic aspects of participation in seminar discussions; discussing issues
requiring the development and application of creative and critical thinking; preparing and
delivering oral presentations.
2. Written academic communication: identifying and writing functions common in written
academic discourse; understanding and applying principles of academic text structure; developing paraphrasing, summarising and referencing skills; improving editing and proofreading skills; achieving appropriate tone and style in academic writing.
3. Reading and listening in academic contexts: understanding the content and structure of
information delivered both orally and in print form; reading and listening for different purposes
e.g. as input to tasks, and for developing specific reading or listening skills; using a dictionary to
obtain lexical, phonological and orthographical information.
4. Language development: improving and extending relevant features of students' grammar,
vocabulary and pronunciation
";"This syllabus is indicative. The balance of the components, and the weighting accorded to each
will be based on the specific needs of the students.
To work towards the accomplishment of its objectives, the syllabus is specified under a single
heading consisting of four interrelated strands.


English language development in academic contexts
1. Spoken academic communication: recognising the purposes of and differences between
spoken and written communication in English in academic contexts; identifying and practising
interactional and linguistic aspects of participation in seminar discussions; discussing issues
requiring the development and application of creative and critical thinking; preparing and
delivering oral presentations.
2. Written academic communication: identifying and writing functions common in written
academic discourse; understanding and applying principles of academic text structure; developing paraphrasing, summarising and referencing skills; improving editing and proofreading skills; achieving appropriate tone and style in academic writing.
3. Reading and listening in academic contexts: understanding the content and structure of
information delivered both orally and in print form; reading and listening for different purposes
e.g. as input to tasks, and for developing specific reading or listening skills; using a dictionary to
obtain lexical, phonological and orthographical information.
4. Language development: improving and extending relevant features of students' grammar,
vocabulary and pronunciation
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Doporuèená: Thaine, Craig; Firth, Matt; Sowton, Chris. Cambridge Academic English. "
"FEI";"FEI";"ZNAKO";"2019";"English Conversation for ES";"English Conversation for Erasmus Student";"English Conversation for Erasmus Students";"English Conversation for Erasmus Students";"Akreditováno";"Paul Charles Hooper";"Paul Charles Hooper, Mgr. Janet Wolf";"2";"Zápoèet";"ZS,LS";"0";"HOD/TYD";"";"1";"HOD/TYD";"5";"";"0";"HOD/TYD";"0";"";"Slovnì";"Angliètina";"ANO";"ANO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"FEI";"KE";"BAMI1";"2019";"Aplikace mikroprocesorù 1";"Microprocessor Applications 1";"Aplikace mikroprocesorù 1";"Microprocessor Applications 1";"Akreditováno";"Ing. Martin Dobrovolnı, Ph.D.";"Ing. Martin Dobrovolnı, Ph.D., Ing. Libor Havlíèek, Ph.D.";"6";"Zkouška";"ZS";"2";"HOD/TYD";"";"1";"HOD/TYD";"0";"";"2";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Cílem je seznámit posluchaèe s moderními aplikacemi mikroprocesorù, zejména ve vestavìnıch aplikacích.";"The aim of this course is to acquaint students with modern applications of microprocessors, especially in embedded systems.

";"Úèast na všech praktickıch kurzech je nutná. Na zápoètovém testu musí studenti prezentovat znalosti kurzù. Zkouška je zaloena na teoretickıch znalostech prezentovanıch na pøednáškách.";"The student attendance on all practice courses is necessitated. On the credit test the students have to present the courses knowledges. The exam is based on theoretical knowledges presented on the lectures.
";"";"1.    Úvod do pøedmìtu, základní pojmy CPU, embedded systém
2.    Vıvojovı øetìzec, programovací jazyky, vıvojová prostøedí, programátory, pøístup k perifériím.
3.    Specifika programovacích jazykù u mikroprocesorù, pøíprava prostøedí, knihovny, hlavièkové soubory.
4.    Softwarová øešení, pøerušení, stavovı automat, èítaèe/èasovaèe.
5.    Sériová rozhraní UART/USART, SPI, I2C.
6.    Klávesnice, displeje.
7.    Podpùrné obvody, minimální hardwarové poadavky a zapojení.
8.    ADC, DAC, pøipojení senzorù, specifika hardwaru s analogovou èástí, náhradní øešení.
9.    Expanze portù, pøipojení zátìí, ochrana I/O.
10.  Generování signálù pomocí èítaèe/èasovaèe.
11.  Sériové a bezdrátové sbìrnice (RS232/422/485, CAN, USB)
12.  Frameworky a podpùrné knihovny, operaèní systémy v mikroprocesorech
13.  Operaèní systémy v mikroprocesorovıch aplikacích
";"1. Introduction, basic terms, definition ofembedded system.
2. Development chain, programming languages, development environments, programmers, access to peripherals.
3. Specifics of programming languages for microprocessors, environment preparation, libraries, header files.
4. Software solutions, interrupts, state machine, counters / timers.
5. Serial interfaces UART / USART, SPI, I2C.
6. Keyboards, displays.
7. Supporting circuits, minimum hardware requirements and wiring.
8. ADC, DAC, connection of sensors, specifics of hardware with analog part, alternative solutions.
9. Port expansion, load connections, I / O protection.
10. Generation of signals by counter / timer.
11. Serial and wireless buses (RS232 / 422/485, CAN, USB).
12. Frameworks and support libraries, operating systems in microprocessors.
13. Operating systems in microprocessor applications.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 4";" - 4";"Doporuèená: WILLIAMS, Elliot. Make: AVR programming. Sebastopol, Calif, 2013. ISBN 978-144-9355."
"FEI";"KE";"BAMI2";"2019";"Aplikace mikroprocesorù 2";"Microprocessor Applications 2";"Aplikace mikroprocesorù 2";"Microprocessor Applications 2";"Akreditováno";"Ing. Martin Dobrovolnı, Ph.D.";"Ing. Martin Dobrovolnı, Ph.D., Ing. Libor Havlíèek, Ph.D.";"7";"Zkouška";"LS";"2";"HOD/TYD";"";"2";"HOD/TYD";"0";"";"1";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Cílem je seznámit posluchaèe s aplikací ARM Cortex mikroprocesorù, zejména ve vestavìnıch aplikacích. Pøedmìt logicky navazuje na znalosti získané v pøedmìtu aplikace mikroprocesorù 1 a posouvá znalosti k nasazení vıkonnìjších procesorù. Cílem je studenty seznámit s architekturou 32 bitovıch procesorù se zamìøením na procesory ARM Cortex, vyuití vyspìlıch periferií (èítaèe, AD pøevodníky) dále pøipojení a obsluhu nároènìjších periferií jako USB.";"The aim of the course is to acquaint students with the application of ARM Cortex microprocessors, especially in embedded applications. The course logically builds on the knowledge gained in the course Application of microprocessors 1 and shifts the knowledge to deploy more powerful processors. The aim is to acquaint students with the architecture of 32-bit processors with a focus on ARM Cortex processors, the use of advanced peripherals (counters, AD converters), as well as connection and operation of more demanding peripherals such as USB.";"Úèast na všech praktickıch kurzech je nutná. Na zápoètovém testu musí studenti prezentovat znalosti kurzù. Zkouška je zaloena na teoretickıch znalostech prezentovanıch na pøednáškách.";"The student attendance on all practice courses is necessitated. On the credit test the students have to present the courses knowledges. The exam is based on theoretical knowledges presented on the lectures.
";"";"1.	32 bitová architektura ARM Cortex HW zapojení systémù s rychlımi mikroprocesory. 
2.	Vıvojové prostøedí, pøekladaèe, programátory, pøíprava a konfigurace vıvojového øetìzce. Instalace a nastavení køíové kompilace. Programovací rozhraní JTAG, SWD
3.	Minimální zapojení CPU. Typy vıstupních bran MCU a jejich vlastnosti. Porty náhradní schéma, charakteristiky.
4.	Jádro ARM, rozdìlení a vlastnosti jader ARM, architektura a instrukèní sada procesorù s jádrem ARM.
5.	Pamìovı model ARM Cortex.
6.	Zdroj systémovıch hodin, externí zdroj hodinového signálu, fázovı závìs.
7.	Obvod Reset, Watchdog, Selfreset CPU, BOD.
8.	Systémové rozhraní, Napájecí systém, podpùrné obvody (reset, BOD, watchog, oscilátory).
9.	I/O operace, porty, sériová rozhraní, pøerušení, Alternativní funkce GPIO. Komunikaèní protokoly.
10.	AD-DA pøevody, generování signálù, DMA.
11.	Specifická rozhraní, LCD port, Camera port, grafické vıstupy, pøipojení a práce s LCD displejem.
12.	USB rozhraní, VCP komunikace pomocí integrovaného USB rozhraní
13.	Frameworky pro ARM, pøizpùsobení vybrané architektuøe.";"1. 32-bit architecture of ARM Cortex CPU.
2. Development environment, compilers, programmers, development chain configuration and configuration. Installation and setup of cross compilation. Programming interface JTAG, SWD
3. Output gate types and their properties. Ports substitute scheme, characteristics.
4. ARM kernel, distribution and properties of ARM kernels, architecture and instruction set of processors with ARM kernel.
5. ARM Cortex memory model.
6. System clock source, external clock signal source, phase lock.
7. Circuit Reset, Watchdog, Selfreset CPU, BOD.
8. System interface, Power supply system, supporting circuits (reset, BOD, watchog, oscillators).
9. I / O operations, ports, serial interfaces, interrupts, Alternative GPIO functions. Communication protocols.
10. AD-DA conversions, signal generation, DMA.
11. Specific interfaces, LCD port, Camera port, graphical outputs, connection and work with LCD display.
12. USB interface, VCP communication via integrated USB interface
13. Frameworks for ARM, adaptation to selected architecture.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 4";" - 4";"Doporuèená: Váòa V. ARM pro zaèáteèníky. BEN - technická literatura. ISBN 978-80-7300-2., Doporuèená: Valvano, Jonathan W. Embedded systems -introduction to ARM Cortex-M microcontrollers. ISBN 098-26-9266-8."
"FEI";"KE";"BBAPA";"2019";"Bakaláøská práce";"Bachelor Thesis";"Bakaláøská práce";"Bachelor Thesis";"Akreditováno";"Ing. Daniel Honc, Ph.D.; Ing. Jan Pidaniè, Ph.D.";"Ing. Daniel Honc, Ph.D., Ing. Jan Pidaniè, Ph.D.";"20";"Zápoèet";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"260";"HOD/SEM";"0";"";"Slovnì";"Èeština";"ANO";"ANO";"Cílem je ovìøit schopnost aplikace získanıch znalostí a samostatné práce podle zadání.";"The aim is to verify the ability to apply acquired knowledge and individual work according to the assignment.";"Pravidelné konzultace s vedoucím BP. Zápoèet pøedmìtu bude udìlen na základì posouzení finální verze BP.";"Regular consultations with BP leader. Course credit will be awarded on the basis of the final version of BP.";"";"Akademiètí pracovníci vypíší zadání bakaláøskıch prací s tématem pokrıvajících problematiku probíranou v prùbìhu studia pøípadnì s ní související. V pøípadì tématu pøevzatého z praxe èi øešeného mimo fakultu je urèen konzultant na daném pracovišti. Zadání obsahuje cíl práce, poadavky èi pokyny pro vypracování a základní literaturu. Vypsané zadání mùe navazovat na problematiku, kterou student øešil v semestrálním èi jiném projektu.
Vedoucí pracovištì schválí témata a uvolní je pro pøihlašování studentùm. Student se pøihlásí na vybrané téma nejpozdìji do konce zimního semestru. Na zaèátku letního semestru student obdrí písemné zadání bakaláøské práce. Konkrétní termíny, zpùsob vypisování témat, schvalování zadání a pøihlašování studentù upøesní oznámení vedoucího pracovištì zajišujícího vıuku studijního programu.
V letním semestru student prùbìnì dochází na individuální konzultace a samostatnì pracuje podle pokynù vedoucího práce èi konzultanta. Zápoèet je udìlen vedoucím práce na základì pøedloení hotové práce splòující zadání, poadavky na formální podobu práce a pøípadnıch dalších poadavkù vedoucího práce.";"Academic staff will write the assignment of bachelor theses with a topic covering the issues discussed during the study or related to it. 
The assignment contains the aim of the work, requirements or guidelines for elaboration and literature. The task can be linked to the problems the student solved in a semester or other project.
The head of the department approves the topics and makes them available for enrollment to students. Students will register for the selected topic by the end of the winter semester at the latest. At the beginning of the summer semester, the student receives a written assignment of the bachelor thesis. Specific dates, the way of announcing topics, approving assignments and enrolling students will specify the announcement of the head of the department responsible for teaching the study program.
In the summer semester, the student continually attends individual consultations and works independently according to the instructions of the supervisor or consultant. Assessment methods and criteria linked to learning outcomes: Course-unit credit is awarded to the supervisor based on submission of the finished thesis meeting the requirements, formal requirements of the thesis and any other requirements of the supervisor.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 260, Projekt individuální - 260, Pøíprava prezentace (referátu) - 60";" - 260, Individual project - 260,  - 60";""
"FEI";"KE";"BBASA";"2019";"Bakaláøskı semináø";"Bachelor Course";"Bakaláøskı semináø";"Bachelor Course";"Akreditováno";"Ing. Daniel Honc, Ph.D.; Ing. Jan Pidaniè, Ph.D.";"Ing. Daniel Honc, Ph.D., Ing. Jan Pidaniè, Ph.D.";"3";"Zápoèet";"LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"2";"HOD/TYD";"0";"";"Slovnì";"Èeština";"ANO";"ANO";"Bakaláøskı semináø seznámí studenty s psaním odborného textu dle obecnıch norem a s poadavky na závìreèné práce dle vnitøních smìrnic Univerzity Pardubice. Studenti budou dále seznámeni s problematikou citací rùznıch informaèních zdrojù.

Souèástí semináøe bude vytvoøení prezentace související s tématem bakaláøské práce.";"The bachelor seminar will acquaint students with the writing of a professional text according to general standards and with the requirements for the final work according to the internal guidelines of the University of Pardubice. Students will be further acquainted with the issue of citation of various information sources.

Part of the seminar will be a presentation related to the topic of the thesis.";"Aktivní úèast na vıuce.";"Active participation in course.";"";"1. Forma odbornıch textù (bakaláøské práce, závìreèné zprávy, laboratorní protokoly atd.)
2. Vytvoøení plánu a obsahu pro psaní odborného textu
3. Pøíprava materiálù, rešerše, pouívání informaèních zdrojù (IEEE Xplore, Knovel, .)
4. Vytváøení grafù, tabulek a ostatních grafickıch prvkù a jejich umístìní v odborném textu
5. Citace rùznıch informaèních zdrojù
6. Formy prezentace
7. Prezentace studentù I.
8. Prezentace studentù II.";"1. Form of professional texts (bachelor thesis, final reports, laboratory protocols, etc.)
2. Creating a plan and content for writing a professional text
3. Preparation of materials, research, use of information sources (IEEE Xplore, Knovel,.)
4. Creating graphs, tables and other graphic elements and their placement in scientific text
5. Citation of various information sources
6. Forms of presentation
7. Presentation of students I.
8. Presentation of students II.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 30, Kontaktní vıuka - 60";" - 30,  - 60";""
"FEI";"KE";"BBEZP";"2019";"Bezpeènost práce";"Work Safety";"Bezpeènost práce";"Work Safety";"Akreditováno";"Ing. Jiøí Roleèek";"Ing. Jiøí Roleèek";"3";"Zápoèet";"ZS,LS";"1";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Slovnì";"Èeština";"ANO";"ANO";"Cílem pøedmìtu je seznámit studenty se zásadami bezpeèné práce s elektrickımi zaøízeními. Obsah pøedmìtu je zamìøen na vıklad pøedpisù tıkajících se vyhrazenıch technickıch vırobkù z pohledu platné legislativy. Pøeváná èást pøedmìtu je vìnována na vıklady, komentáøe a rozbory technickıch norem v oblasti elektrotechniky. Nedílnou souèástí je problematika poskytování první pomoci. Úspìšnım ukonèením pøedmìtu student získá kvalifikaci podle vyhlášky 50/1978 Sb.";"Main objective of course is to basic knowledge of safety manipulation with electric devices. Content of course is aimed to explanation of valid regulations and law for reserved technical devices. Major part of course contains comments, explanations and analysis of technical standards in electrotechnics. Last but not least part of course is application of first aid. Course is succesfully finished after passing test and oral exam, what leads to qualification according to regulation no. 50/1978 Sb.";"Pro úspìšné absolvování zápoètu a potøebné kvalifikace je nutná úèast na pøednáškách a na závìreèném testu s pohovorem.";"Attendance on lectures and final exam (test and oral exam) is mandatory to successfull end of course.";"";"1. Závazné právní pøedpisy v elektrotechnice; obecná legislativa, bezpeènostní pøedpisy pro obsluhu a práci na elektrickıch zaøízeních; kvalifikace v elektrotechnice
2. Elektrotechnické pøedpisy - elektrická zaøízení; charakteristiky elektrickıch zaøízení; symbolické oznaèení sítí; barevné znaèení vodièù
3. Druhy rozvodnıch sítí; rozdìlení zaøízení podle napìtí
4. Ochrana pøed nebezpeènım dotykem ivıch èástí; ochrana izolací, ochrana kryty a pøekákami, ochrana zábranou, polohou
5. Ochrana pøed nebezpeènım dotykem neivıch èástí; ochrana samoèinnım odpojením od zdroje
6. Klasifikace elektrotechnickıch zaøízení; tøídy ochran; ochranná opatøení
7. Elektrické rozvody v normálních, nebezpeènıch a zvláš nebezpeènıch prostøedích
8. Elektrické rozvody zaøízení jednoúèelovıch a ve zvláštních objektech
9. Revize elektrickıch zaøízení - ruèního náøadí, elektrickıch spotøebièù, instalací
10. Lidské tìlo a elektrickı proud, pøíèiny úrazù v elektrotechnice
11. Úèinky stejnosmìrného a støídavého proudu, první pomoc, ivot zachraòující úkony 
12. Komentáøe k testovım otázkám vèetnì návaznosti na technické normy
13. Závìreènı test formou vıbìru odpovìdí v dotazníku a ústní pohovor";"1. Valid regulations and law in electrotechnics; safety regulations for operation and work on electric devices; qualification in electrotechnics
2. Electrotechnical regulations - electric devices; characteristics of electric devices; symbolic designation of installations; color marking of wires
3. Types of transmission networks; division according to voltage levels
4. Protection against hazard contact of electric parts; isolation protection, protection using covers and position
5. Protection against hazard contact of non-electric parts; protection using automatic disconnection of source
6. Classification of electrotechnical devices; classes of protection; protective measures
7. Electrical installations in normal, low-risk and harsh environment
8. Electrical instalations in special cases
9. Verification of electrical installations and devices
10. Human body and electrical current, cause of injuries in electrotechnics
11. Effect of direct and alternating current on living organism, first aid, life saving operation
12. Comments to test questions with connection to technical standards
13. Final test (choice 1 of 3) and oral exam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Domácí pøíprava na vıuku - 26, Pøíprava na souhrnnı test - 13, Úèast na vıuce - 13";" - 26,  - 13,  - 13";"Doporuèená: Vlèek, Jiøí. Bezpeènost elektrickıch zaøízení: pøíruèka pro konstruktéry. Praha: BEN - technická literatura, 2007. ISBN 978-80-7300-222-0., Doporuèená: Sajner, Jiøí. Práce na elektrickıch zaøízeních a jejich obsluha : ovìøování odborné zpùsobilosti. Praha: Státní nakladatelství technické literatury, 1988. , Základní: Roleèek, Jiøí. Bezpeènost práce. Pardubice, 2017. , Základní: Vyhláška è.50/1978 Sb.: O odborné zpùsobilosti v elektrotechnice. 1978. "
"FEI";"KE";"BELES";"2019";"Elektrotechnika a elektronika";"Electrical Engineering and Electronics";"Elektrotechnika a elektronika";"Electrical Engineering and Electronics";"Akreditováno";"Ing. Jan Pidaniè, Ph.D.";"Ing. Jan Pidaniè, Ph.D.";"0";"Státní závìreèná zkouška";"ZS,LS";"0";"HOD/TYD";"";"0";"HOD/TYD";"0";"";"0";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Státnicovı pøedmìt zahrnuje látku pøedmìtù: Elektrotechnika 1, Elektrotechnika 2, Základy elektroniky, Elektronické obvody a Elektrická mìøení";"";"";"";"";"Státnicovı pøedmìt zahrnuje látku pøedmìtù: Elektrotechnika 1, Elektrotechnika 2, Základy elektroniky, Elektronické obvody a Elektrická mìøení";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"FEI";"KE";"BELME";"2019";"Elektrická mìøení";"Electrical Measurement";"Elektrická mìøení";"Electrical Measurement";"Akreditováno";"Ing. Luboš Rejfek, Ph.D.";"Ing. Luboš Rejfek, Ph.D., Ing. Jiøí Roleèek";"7";"Zkouška";"ZS";"2";"HOD/TYD";"";"1";"HOD/TYD";"0";"";"2";"HOD/TYD";"0";"";"Známkou";"Èeština";"ANO";"ANO";"Pøedmìt seznamuje studenty s principy mìøení elektrickıch a neelektrickıch velièin. Studenti budou seznámeni s principy jednotlivıch mìøení a konstrukcí mìøicích pøístrojù. Nedílnou souèástí jsou teoretická cvièení s pøíklady k jednotlivım tématùm a praktická laboratorní cvièení, kde se studenti nauèí sestavit mìøicí pracovištì, ovládat jednotlivé mìøicí pøístroje a formou protokolu z mìøení vyhodnotit namìøené vısledky.";"This subject is introduction to measurements of electrical and non electrical quantities. The students will know workflow for the different measurements and principles of the measuring devices. Important part of the lessons will be introduction to the theory of the measurements and practical implementation of this theory. Students will be able to build a measuring workplace, control different measuring devices and via protocols make an analysis and represents obtained results.";"Poadavky na zápoèet:
Pro obdrení zápoètu se student musí úèastnit cvièení a odevzdat vypracované protokoly z laboratorních cvièení.

Poadavky na zkoušku:
Zkouška z pøedmìtu je ústní.
";"Course credit:
Student must visited lessons and submit the protocols from the measurements.
Passing the exam:
Exam will be oral.";"";"1. Chyby mìøení, pøesnost mìøení
2. Principy digitálních mìøicích pøístrojù
3. Pøevodníky A/D, D/A
4. Osciloskop, logickı analyzátor
5. Zdroje napìtí, funkèní generátory
6. Mìøení støídavıch a stejnosmìrnıch napìtí a proudù
7. Mìøení elektrickıch velièin; odpor, kapacita, indukènost
8. Mìøení charakteristik polovodièovıch souèástek
9. Mìøení frekvence, èasovıch intervalù
10. Mìøení neelektrickıch velièin
11. Mìøení magnetickıch vlastností materiálù
12. Mìøení vıkonu a elektrické práce
13. Mìøicí systémy";"1. Errors of the measurement, accuracy and reliability of the measurement.
2. Principles of digital measuring devices.
3. Analog to digital convertesr, digital to analog converters.
4. Scopes, logic analyzers.
5. Voltage sources, function generators.
6. Measurement of AC and DC voltages and currents.
7. Measurement of electrical quantities (resistivity, induction, capacity).
8. Measurement of the parameters of semiconductor components.
9. Measurement of the frequency, period and delays.
10. Measurement of non electrical quantities.
11. Measurement of magnetic characteristics of the materials.
12. Measurement of electrical power.
13. Measuring systems.
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pøíprava na laboratorní mìøení, zpracování vısledkù - 13, Praktická vıuka - 26, Úèast na vıuce - 26";" - 13,  - 26,  - 26";"Doporuèená: Brtník Bohumil. Elektrická mìøení pro bakaláøe. raha: BEN - technická literatura, 2011. ISBN 978-80-7300-405-7., Základní: Elektrotechnická mìøení. Praha: Ben - technická literatura, 2002. ISBN 978-80-7300-022-6., Základní: Havlík Ladislav. Osciloskopy a jejich pouití. Praha: Sdìlovací technika, 2002. ISBN 80-901936-8-4."
